Timestamp,Phase,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
1771343970.5950341,Relaxed,728489.0625,-216166.328125,141950.921875,462277.90625,295457.71875,-319645.78125,195081.65625,85973.21875
1771343970.5950341,Relaxed,477527.59375,-39175.9921875,420469.5,535044.75,259879.984375,-404194.84375,87641.8203125,-94658.390625
1771343970.5950341,Relaxed,-8895.63671875,40703.2421875,460730.71875,670773.0,402234.15625,-87437.34375,125967.640625,-96603.7109375
1771343970.5950341,Relaxed,-439732.0625,13535.6806640625,517228.15625,724291.625,605371.1875,332274.78125,241046.59375,71222.4921875
1771343970.5950341,Relaxed,-194308.375,-333004.875,532081.0,742420.1875,750000.0625,359386.375,191418.5625,120147.515625
1771343970.5950341,Relaxed,750000.0625,-750000.125,657908.9375,750000.0625,750000.0625,655489.0,34710.3828125,152033.796875
1771343970.5950341,Relaxed,750000.0625,-701449.8125,750000.0625,750000.0625,750000.0625,750000.0625,634611.625,750000.0625
1771343970.5950341,Relaxed,750000.0625,-334335.09375,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771343970.5950341,Relaxed,750000.0625,226396.1875,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771343970.5950341,Relaxed,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771343970.5950341,Relaxed,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771343970.5950341,Relaxed,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771343970.5950341,Relaxed,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,739990.625
1771343970.5950341,Relaxed,676793.6875,716495.5,750000.0625,750000.0625,667094.625,719767.25,669211.6875,627244.4375
1771343970.5950341,Relaxed,578201.8125,612041.5625,734992.0625,680165.375,570154.9375,615163.6875,572019.4375,535900.1875
1771343970.5950341,Relaxed,496847.90625,525828.5,631564.0625,584437.4375,490080.25,528809.0625,491761.03125,460539.75
1771343970.5950341,Relaxed,440705.25,466262.59375,560154.9375,518408.15625,434870.09375,469190.5,436483.1875,408762.375
1771343970.5950341,Relaxed,418958.78125,443333.5625,532458.5625,492756.84375,413513.375,446067.0,415183.0625,388675.125
1771343970.5950341,Relaxed,405764.90625,429437.28125,515630.71875,477211.65625,400525.03125,432032.78125,402226.28125,376358.0625
1771343970.5950341,Relaxed,393739.9375,416771.1875,500283.5625,463023.90625,388679.96875,419270.5625,390370.09375,365197.46875
1771343970.5950341,Relaxed,382734.75,405135.84375,486255.0625,450056.5,377814.9375,407576.75,379472.1875,355006.4375
1771343970.5950341,Relaxed,372619.78125,394448.21875,473377.875,438128.8125,367840.8125,396818.75,369484.375,345645.25
