Timestamp,Phase,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
1771343032.6144648,Relaxed,218604.0,229974.25,278952.03125,257717.234375,215883.34375,232281.578125,216112.140625,202313.96875
1771343032.6144648,Relaxed,218599.53125,229973.0,278947.46875,257723.765625,215881.46875,232278.71875,216114.015625,202311.1875
1771343032.6144648,Relaxed,218584.96875,229963.515625,278939.875,257715.0,215873.96875,232270.75,216106.6875,202303.234375
1771343032.6144648,Relaxed,218595.6875,229976.9375,278955.3125,257723.765625,215889.078125,232286.140625,216122.875,202313.15625
1771343032.6144648,Relaxed,218588.265625,229961.015625,278945.3125,257707.21875,215875.390625,232274.515625,216107.40625,202304.84375
1771343032.6144648,Relaxed,218578.609375,229945.015625,278931.09375,257692.734375,215859.203125,232258.859375,216089.4375,202292.6875
1771343032.6144648,Relaxed,218584.25,229955.65625,278936.1875,257706.15625,215867.171875,232265.84375,216099.71875,202300.1875
1771343032.6144648,Relaxed,218585.234375,229955.734375,278935.375,257706.328125,215864.578125,232263.15625,216099.890625,202299.390625
1771343032.6144648,Relaxed,218589.25,229956.015625,278935.3125,257700.15625,215864.84375,232263.875,216097.21875,202300.109375
1771343032.6144648,Relaxed,218596.9375,229958.6875,278940.5,257698.015625,215868.15625,232268.703125,216096.40625,202305.296875
1771343032.6144648,Relaxed,218591.046875,229951.71875,278933.4375,257692.5625,215859.390625,232261.28125,216086.84375,202297.0625
1771343032.6144648,Relaxed,218588.71875,229951.71875,278933.34375,257697.390625,215855.359375,232258.6875,216085.859375,202293.84375
1771343032.6144648,Relaxed,218589.4375,229953.78125,278943.4375,257696.5,215856.53125,232262.359375,216088.546875,202297.421875
1771343032.6144648,Relaxed,218592.109375,229955.03125,278941.125,257692.296875,215858.671875,232266.90625,216088.453125,202298.140625
1771343032.6144648,Relaxed,218595.515625,229954.40625,278933.5,257690.859375,215860.546875,232267.890625,216089.078125,202297.15625
1771343032.6144648,Relaxed,218597.65625,229955.03125,278940.75,257693.1875,215860.015625,232264.9375,216089.078125,202296.265625
1771343032.6144648,Relaxed,218602.125,229959.578125,278947.1875,257703.640625,215864.671875,232267.359375,216096.59375,202300.734375
1771343032.6144648,Relaxed,218597.390625,229959.234375,278944.96875,257710.078125,215865.203125,232268.96875,216101.0625,202302.78125
