Timestamp,Phase,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
1771344485.2522974,Relaxed,214405.90625,227733.078125,261541.171875,243679.0,211889.265625,228632.078125,212899.578125,199185.96875
1771344485.2522974,Relaxed,214410.015625,227738.625,261546.359375,243685.53125,211893.46875,228638.234375,212906.015625,199191.515625
1771344485.2522974,Relaxed,214408.3125,227740.6875,261547.34375,243693.390625,211895.171875,228641.640625,212911.375,199198.484375
1771344485.2522974,Relaxed,214393.296875,227730.671875,261535.8125,243685.796875,211884.890625,228629.921875,212906.28125,199189.90625
1771344485.2522974,Relaxed,214396.515625,227731.03125,261537.5,243675.6875,211884.171875,228631.359375,212900.109375,199192.859375
1771344485.2522974,Relaxed,214399.109375,227731.5625,261536.25,243667.203125,211882.296875,228630.109375,212892.6875,199187.140625
1771344485.2522974,Relaxed,214397.765625,227731.921875,261531.609375,243667.28125,211881.5,228626.265625,212892.859375,199190.0
1771344485.2522974,Relaxed,214399.109375,227734.609375,261532.765625,243670.140625,211879.890625,228622.140625,212893.3125,199184.1875
1771344485.2522974,Relaxed,214400.09375,227735.40625,261531.34375,243672.46875,211880.953125,228620.8125,212897.78125,199186.59375
1771344485.2522974,Relaxed,214403.125,227738.09375,261534.015625,243674.53125,211885.078125,228626.34375,212902.703125,199183.828125
1771344485.2522974,Relaxed,214411.796875,227742.921875,261540.546875,243678.546875,211891.328125,228630.46875,212906.359375,199185.875
1771344485.2522974,Relaxed,214402.0625,227730.40625,261526.515625,243669.703125,211879.171875,228616.78125,212894.65625,199176.140625
1771344485.2522974,Relaxed,214409.125,227738.265625,261537.234375,243678.1875,211888.109375,228631.0,212902.96875,199186.59375
1771344485.2522974,Relaxed,214413.328125,227743.09375,261541.96875,243680.875,211891.6875,228631.984375,212908.421875,199194.203125
1771344485.2522974,Relaxed,214406.703125,227738.265625,261535.8125,243672.109375,211888.28125,228626.265625,212901.8125,199189.90625
1771344485.2522974,Relaxed,214406.265625,227739.078125,261534.828125,243669.515625,211891.234375,228630.015625,212902.078125,199193.65625
1771344485.2522974,Relaxed,214406.34375,227738.625,261531.0625,243671.046875,211890.34375,228631.359375,212902.796875,199189.546875
1771344485.2522974,Relaxed,214406.078125,227740.234375,261529.90625,243678.640625,211891.78125,228633.6875,212906.8125,199188.828125
1771344485.2522974,Relaxed,214409.296875,227742.65625,261529.546875,243682.484375,211892.671875,228629.390625,212910.203125,199196.34375
1771344485.2522974,Relaxed,214415.640625,227750.34375,261541.171875,243681.953125,211902.140625,228641.015625,212914.953125,199202.25
1771344485.2522974,Relaxed,214408.5,227742.375,261533.578125,243669.25,211894.1875,228634.578125,212904.84375,199195.09375
1771344485.2522974,Relaxed,214413.046875,227746.234375,261537.5,243673.359375,211897.140625,228638.328125,212908.6875,199199.734375
1771344485.2522974,Relaxed,214407.859375,227742.734375,261533.578125,243671.21875,211892.3125,228632.78125,212907.703125,199194.203125
1771344485.2522974,Relaxed,214408.40625,227745.0625,261530.359375,243674.4375,211895.265625,228632.703125,212912.453125,199196.34375
1771344485.2522974,Relaxed,214401.078125,227739.34375,261523.734375,243662.453125,211893.828125,228630.546875,212908.953125,199197.5
1771344485.2522974,Relaxed,214400.890625,227738.0,261524.453125,243657.09375,211897.046875,228632.96875,212909.859375,199204.75
1771344485.2522974,Relaxed,214413.59375,227748.734375,261535.1875,243669.78125,211911.0,228648.171875,212922.1875,199212.875
1771344485.2522974,Relaxed,214424.140625,227760.984375,261547.34375,243685.703125,211923.34375,228660.234375,212936.40625,199223.171875
1771344485.2522974,Relaxed,214416.890625,227754.984375,261539.390625,243679.0,211913.0625,228648.4375,212927.28125,199209.84375
1771344485.2522974,Relaxed,214415.734375,227751.859375,261537.328125,243669.609375,211911.0,228649.0625,212922.8125,199207.78125
1771344485.2522974,Relaxed,214418.859375,227754.359375,261540.546875,243666.296875,211915.921875,228655.3125,212927.015625,199210.640625
1771344485.2522974,Relaxed,214420.390625,227754.09375,261542.875,243666.5625,211914.9375,228655.3125,212923.265625,199214.3125
1771344485.2522974,Relaxed,214424.234375,227757.765625,261544.21875,243676.3125,211915.46875,228655.765625,212925.765625,199220.921875
1771344485.2522974,Relaxed,214412.6875,227748.1875,261534.109375,243667.46875,211902.6875,228644.59375,212916.109375,199199.921875
1771344485.2522974,Relaxed,214412.609375,227745.328125,261530.984375,243658.34375,211898.125,228641.8125,212909.140625,199195.265625
1771344485.2522974,Relaxed,214422.796875,227750.078125,261538.9375,243659.328125,211903.046875,228646.828125,212910.921875,199204.03125
1771344485.2522974,Relaxed,214430.390625,227756.328125,261544.65625,243671.21875,211909.203125,228653.0,212919.859375,199208.859375
1771344485.2522974,Relaxed,214426.375,227754.1875,261538.9375,243676.140625,211904.46875,228648.796875,212919.6875,199204.921875
1771344485.2522974,Relaxed,214436.484375,227766.171875,261551.90625,243686.421875,211914.671875,228658.453125,212930.78125,199220.484375
1771344485.2522974,Relaxed,214448.71875,227776.625,261559.5,243693.84375,211923.25,228664.078125,212939.984375,199225.3125
1771344485.2522974,Relaxed,214440.671875,227767.140625,261546.359375,243682.390625,211911.625,228650.40625,212926.65625,199200.359375
