229675.7,214190.5,179819.3,243195.9,214477,189469.8,207842.5,229702.5
229664,214188.2,179839.7,243193.6,214475.1,189468.4,207837.9,229703
229652.3,214187.4,179856.1,243174.5,214471.1,189463.6,207829.9,229692.4
229659.6,214193.5,179849.2,243185.7,214479.6,189469.6,207839.3,229695.7
229662.2,214183.5,179819.3,243184.1,214476.5,189469.1,207836,229697.4
229649.2,214165.6,179800.4,243161.1,214465,189459.8,207824.7,229687.3
229639.5,214163.3,179812.5,243159.1,214460.8,189452,207819.3,229690.7
229636.2,214169.8,179834.5,243165.3,214462.6,189451.9,207818.3,229693.6
229640.9,214174.5,179827.8,243172.2,214472.9,189462.7,207826.9,229704.7
229648.6,214165.8,179798,243169.3,214466.7,189455.2,207824.3,229695.6
229648.5,214154.4,179784.5,243161.3,214455,189446.3,207812.9,229684.4
229669,214174.6,179824.8,243179,214465.1,189454.5,207822.1,229694.4
229686,214194.9,179860.7,243195,214470.7,189459.1,207826,229686.3
229689.7,214195.3,179849.6,243190.2,214468.6,189457.5,207823,229684.8
229691.8,214185.3,179816.3,243182.4,214464.6,189453.2,207819.7,229687.3
229696.7,214185.6,179815.1,243182.2,214467.3,189457.1,207823.8,229691.8
229703.8,214204.6,179849.9,243196.8,214479.2,189468,207833.2,229696.6
229693.3,214211.2,179873.3,243200.6,214480.5,189468.1,207829.7,229691.5
229682.7,214204.3,179859.2,243200.1,214481.5,189464.9,207831.3,229689.1
229668.7,214181.7,179813.9,243177.9,214473.4,189453.7,207819.9,229686.4
229671.9,214184,179811,243176.1,214484.7,189463.6,207830.3,229701.3
229682.7,214205.6,179846,243199.2,214499.8,189477.7,207846.3,229706.8
229664.7,214199.8,179851.6,243192,214484,189459.8,207832.5,229680
229663.1,214197.8,179838.4,243187.5,214485.9,189458.5,207832.9,229687.8
229662.2,214187.7,179808.3,243181.5,214486.8,189458,207837.3,229700.4
229653.6,214173.9,179790.6,243170.3,214478.6,189449.6,207831.1,229693.6
229658.5,214182.1,179813.5,243184,214480.3,189450.3,207833.2,229690.1
229657.9,214190.8,179843.2,243189.2,214484,189456.8,207834.3,229695.4
229660,214191.3,179835.5,243193.5,214488.5,189463.2,207840.8,229707.5
229656.6,214174.3,179799.6,243180.4,214478.5,189453.8,207831.7,229702.2
229656,214167,179789.5,243177.2,214472.7,189448.1,207828.8,229697.4
229651.8,214167.8,179810.1,243178.4,214464.5,189441.5,207821.7,229688.6
229654,214176.9,179838,243179.3,214461.9,189440.1,207817.1,229681.1
229666,214183.9,179834.5,243188.4,214470,189446.8,207825.8,229690.7
229670.7,214176,179800.4,243184.2,214473,189447.5,207828.9,229702.5
229672,214172,179793.1,243179.4,214473,189448,207829.1,229706.3
229679.1,214186,179825.6,243190.8,214476.4,189453.2,207833.1,229704.8
229655.8,214176.7,179829.9,243178.8,214451.7,189430.1,207812.7,229681.4
229650.2,214174.3,179812.9,243177.2,214444.5,189426.7,207811.6,229678.3
229640.2,214161.7,179777.7,243165.8,214439.3,189420.8,207808.2,229673.7
229648.1,214170,179782.1,243174.4,214449,189428.6,207817.5,229682
229657.7,214188.4,179816,243190.7,214462.9,189439.9,207827.7,229689.1
229667.7,214207.9,179852.5,243207.2,214476,189450.6,207836.5,229694.9
229658.2,214197.9,179831.1,243196,214470.9,189445.9,207828.1,229690.4
229657.4,214185,179797.3,243180.6,214466.7,189437.8,207822.9,229688.4
