Timestamp,Type,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
1771509814.6929307,RAW,712180.1875,-90101.671875,213261.671875,403553.875,382035.9375,-342670.6875,252374.359375,-11169.1669921875
1771509814.6929307,RAW,425253.84375,-82365.9140625,375331.5,436834.1875,430752.375,-361530.53125,109284.4765625,-125094.1328125
1771509814.6929307,RAW,-238801.3125,6250.62109375,511757.59375,657878.6875,628302.8125,-11091.47265625,153875.578125,-459.730712890625
1771509814.6929307,RAW,-616977.625,-84753.9765625,512427.625,729781.0,743190.875,349315.3125,231296.125,84411.1015625
1771509814.6929307,RAW,-53937.35546875,-138495.078125,533457.75,735734.0,750000.0625,301841.625,123628.7578125,73872.515625
1771509814.6929307,RAW,750000.0625,335.0973815917969,631879.3125,750000.0625,750000.0625,462159.625,120493.609375,-82803.5625
1771509814.6929307,RAW,750000.0625,587832.6875,666566.875,750000.0625,750000.0625,600297.3125,695997.9375,526491.0
1771509814.754165,RAW,750000.0625,570446.3125,750000.0625,750000.0625,750000.0625,740505.375,750000.0625,750000.0625
1771509814.754165,RAW,750000.0625,663739.4375,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771509814.754165,RAW,750000.0625,666226.75,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771509814.754165,RAW,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771509814.754165,RAW,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771509814.754165,RAW,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771509814.754165,RAW,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771509814.754165,RAW,739665.9375,736423.3125,750000.0625,750000.0625,750000.0625,733951.3125,664617.5,750000.0625
1771509814.754165,RAW,632075.375,629228.4375,750000.0625,688791.8125,643416.75,627379.625,568161.1875,649444.8125
1771509814.754165,RAW,548185.875,545613.0625,664674.125,597353.375,558153.125,544248.75,492977.21875,563304.3125
1771509814.754165,RAW,508518.125,506132.84375,616525.6875,554123.375,517857.40625,504948.625,457519.65625,522623.6875
1771509814.754165,RAW,491545.5625,489312.15625,595886.875,535618.5625,500603.28125,488125.8125,442359.1875,505190.3125
1771509814.754165,RAW,476835.25,474703.96875,577967.0625,519550.5,485611.6875,473532.375,429113.09375,490051.125
1771509814.754165,RAW,463380.90625,461316.59375,561586.5625,504853.34375,471908.1875,460176.03125,417027.0625,476249.1875
1771509814.754165,RAW,451029.875,449025.8125,546560.25,491343.03125,459321.65625,447907.0625,405923.15625,463571.8125
1771509814.754165,RAW,439649.28125,437688.5625,532721.875,478899.125,447719.9375,436587.53125,395673.09375,451875.6875
1771509814.7998252,RAW,429160.03125,427237.25,519963.65625,467437.3125,437023.03125,426160.875,386228.0625,441093.0
1771509814.7998252,RAW,419465.28125,417584.875,508162.03125,456836.5,427132.125,416518.59375,377467.15625,431101.25
1771509814.7998252,RAW,410478.71875,408638.1875,497211.28125,447021.5,417972.09375,407578.1875,369353.9375,421857.53125
1771509814.7998252,RAW,402137.6875,400334.15625,487042.84375,437907.875,409469.40625,399283.09375,361827.90625,413289.5
1771509814.7998252,RAW,394372.9375,392601.78125,477583.5625,429416.0,401549.03125,391559.65625,354812.6875,405302.5
1771509814.7998252,RAW,387140.71875,385402.84375,468771.34375,421507.59375,394171.78125,384366.15625,348280.15625,397850.53125
1771509814.7998252,RAW,380388.71875,378677.375,460546.1875,414130.5625,387288.34375,377652.5,342186.8125,390902.4375
1771509814.7998252,RAW,374067.375,372380.71875,452841.71875,407209.28125,380843.0625,371365.75,336482.625,384403.96875
1771509814.7998252,RAW,368145.3125,366483.59375,445631.03125,400723.0625,374803.28125,365480.09375,331135.03125,378307.84375
1771509814.7998252,RAW,362604.0625,360970.6875,438883.3125,394671.65625,369162.9375,359979.5,326144.5,372620.3125
1771509814.7998252,RAW,357405.5625,355795.8125,432548.84375,388988.59375,363868.90625,354816.25,321459.84375,367273.34375
1771509814.7998252,RAW,352517.78125,350927.84375,426582.78125,383641.5,358883.65625,349956.0,317048.59375,362230.25
1771509814.8479645,RAW,347899.03125,346329.375,420955.96875,378593.59375,354181.5625,345371.03125,312886.25,357493.5625
1771509814.8479645,RAW,343559.375,342009.5,415670.84375,373848.21875,349764.5,341063.84375,308978.0,353039.125
1771509814.8479645,RAW,339480.90625,337952.40625,410692.40625,369393.8125,345616.375,337015.875,305313.21875,348852.1875
1771509814.8479645,RAW,335629.875,334122.46875,405996.21875,365186.46875,341699.28125,333192.03125,301852.53125,344893.78125
1771509814.8479645,RAW,331987.96875,330495.21875,401556.96875,361200.09375,337992.28125,329574.53125,298581.15625,341156.3125
1771509814.8479645,RAW,328555.8125,327073.375,397369.0625,357449.75,334496.90625,326163.8125,295496.6875,337633.84375
1771509814.8479645,RAW,325315.8125,323844.96875,393420.9375,353901.96875,331194.125,322948.3125,292570.84375,334299.21875
1771509814.8479645,RAW,322243.78125,320786.53125,389677.90625,350533.5625,328065.15625,319898.71875,289797.625,331141.46875
1771509814.8479645,RAW,319337.96875,317896.09375,386132.46875,347351.40625,325112.84375,317016.6875,287187.46875,328163.21875
1771509814.8479645,RAW,316592.1875,315166.84375,382782.6875,344354.21875,322323.15625,314297.1875,284724.40625,325343.34375
1771509814.8479645,RAW,313991.0625,312577.625,379604.78125,341509.5625,319676.09375,311714.125,282386.6875,322669.0
1771509814.8479645,RAW,311525.5625,310122.0625,376598.75,338805.6875,317163.9375,309266.625,280165.375,320129.84375
1771509814.9128,RAW,309180.53125,307787.125,373738.1875,336236.15625,314776.9375,306938.1875,278054.1875,317723.28125
1771509814.9128,RAW,306956.875,305573.65625,371024.75,333801.9375,312511.28125,304730.28125,276053.90625,315436.15625
1771509814.9128,RAW,304848.21875,303473.6875,368448.3125,331493.8125,310363.28125,302637.53125,274157.5625,313268.28125
1771509814.9128,RAW,302843.8125,301477.9375,365997.125,329296.28125,308320.96875,300647.59375,272353.59375,311210.3125
1771509814.9128,RAW,300939.53125,299579.0,363665.9375,327208.625,306378.3125,298754.59375,270636.09375,309253.65625
1771509814.9128,RAW,299128.125,297775.40625,361454.90625,325228.625,304535.375,296959.5625,269008.09375,307397.5625
1771509814.9128,RAW,297407.84375,296063.875,359353.5625,323345.96875,302784.875,295253.0625,267463.59375,305630.96875
1771509814.9128,RAW,295771.96875,294433.5625,357354.96875,321553.1875,301117.8125,293629.875,265990.5,303947.875
1771509814.9128,RAW,294218.25,292885.28125,355452.03125,319851.34375,299532.96875,292085.1875,264588.15625,302345.71875
1771509814.9128,RAW,292743.75,291417.3125,353644.59375,318236.03125,298030.75,290617.21875,263263.25,300834.1875
1771509814.9128,RAW,291339.53125,290019.8125,351927.0625,316686.40625,296599.875,289224.0,261998.75,299393.6875
1771509814.9128,RAW,290005.59375,288693.90625,350294.3125,315222.09375,295240.625,287899.78125,260798.015625,298018.9375
1771509814.9128,RAW,288723.21875,287418.6875,348728.0,313810.09375,293934.03125,286625.8125,259642.4375,296688.65625
1771509814.9128,RAW,287511.03125,286213.21875,347239.375,312483.3125,292700.03125,285423.125,258552.390625,295434.03125
1771509814.9128,RAW,286353.84375,285062.8125,345818.34375,311214.0,291525.15625,284275.40625,257510.34375,294260.375
1771509814.9128,RAW,285258.6875,283973.03125,344475.8125,310012.53125,290410.59375,283188.5625,256526.0625,293133.40625
1771509814.9573748,RAW,284217.03125,282936.625,343196.65625,308868.40625,289350.5,282157.96875,255591.3125,292058.1875
1771509814.9573748,RAW,283217.1875,281941.4375,341970.96875,307771.09375,288332.96875,281164.125,254694.828125,291029.03125
1771509814.9573748,RAW,282257.5,280985.125,340793.3125,306713.5,287355.1875,280210.78125,253827.578125,290041.875
1771509814.9573748,RAW,281343.3125,280075.40625,339662.03125,305706.0625,286426.09375,279305.1875,253005.3125,289104.09375
1771509814.9573748,RAW,280477.125,279215.21875,338597.5625,304752.5625,285547.125,278448.46875,252228.546875,288219.15625
1771509814.9573748,RAW,279658.4375,278401.625,337587.4375,303849.90625,284715.71875,277636.75,251497.28125,287376.65625
1771509814.9573748,RAW,278867.8125,277616.1875,336617.09375,302980.6875,283914.46875,276855.5,250790.875,286567.78125
1771509814.9573748,RAW,278110.34375,276862.5,335686.125,302146.59375,283144.65625,276105.9375,250109.859375,285794.0625
1771509814.9573748,RAW,277399.5625,276153.40625,334805.8125,301367.15625,282419.65625,275397.46875,249471.5,285061.28125
1771509814.9573748,RAW,276719.0,275475.0625,333965.84375,300618.625,281727.03125,274722.4375,248859.5,284363.46875
1771509814.9854133,RAW,276050.59375,274812.125,333152.59375,299880.75,281050.5,274064.3125,248261.734375,283683.625
1771509814.9854133,RAW,275420.8125,274185.28125,332379.65625,299185.96875,280409.1875,273437.65625,247698.5625,283034.34375
1771509814.9854133,RAW,274825.34375,273589.9375,331639.65625,298530.375,279802.1875,272845.34375,247160.953125,282423.96875
1771509814.9854133,RAW,274259.59375,273022.1875,330940.46875,297901.125,279223.0,272281.28125,246648.296875,281839.6875
1771509814.9854133,RAW,273723.78125,272486.65625,330278.15625,297305.21875,278673.875,271748.40625,246162.09375,281285.1875
1771509814.9854133,RAW,273211.71875,271978.8125,329642.90625,296742.03125,278152.8125,271238.53125,245703.703125,280755.625
1771509814.9854133,RAW,272719.28125,271489.5,329030.5625,296199.78125,277651.5,270748.65625,245262.390625,280245.5625
1771509814.9854133,RAW,272242.03125,271016.78125,328435.125,295671.65625,277169.4375,270275.875,244835.296875,279759.0
1771509815.0341685,RAW,271793.46875,270572.875,327873.5625,295176.15625,276714.625,269831.0625,244431.171875,279294.28125
1771509815.0341685,RAW,271370.40625,270153.21875,327349.625,294705.625,276283.03125,269410.78125,244050.84375,278861.1875
1771509815.0341685,RAW,270958.40625,269742.28125,326837.6875,294243.65625,275860.59375,268998.4375,243676.40625,278436.59375
1771509815.0341685,RAW,270564.65625,269351.3125,326350.3125,293808.78125,275462.28125,268611.03125,243323.78125,278032.8125
1771509815.0341685,RAW,270180.65625,268967.75,325876.375,293384.4375,275070.5,268230.5,242975.90625,277639.0
1771509815.0341685,RAW,269826.78125,268613.34375,325433.90625,292987.5,274708.21875,267877.0,242655.90625,277279.75
1771509815.0341685,RAW,269492.03125,268278.53125,325012.96875,292609.28125,274363.65625,267541.625,242349.34375,276931.78125
1771509815.0341685,RAW,269170.53125,267958.625,324608.5,292248.4375,274032.21875,267218.5,242055.90625,276589.09375
1771509815.0341685,RAW,268867.0,267657.59375,324221.0,291914.59375,273725.8125,266918.375,241788.75,276279.8125
1771509815.0341685,RAW,268570.96875,267362.28125,323846.84375,291581.75,273422.71875,266622.4375,241520.984375,275969.21875
1771509815.0797677,RAW,268285.21875,267079.21875,323490.8125,291259.78125,273133.5,266340.90625,241264.46875,275679.1875
1771509815.0797677,RAW,268019.59375,266818.5,323157.15625,290971.09375,272865.5625,266079.8125,241029.0625,275410.53125
1771509815.0797677,RAW,267758.1875,266557.4375,322825.625,290676.84375,272597.59375,265818.03125,240791.875,275140.0625
1771509815.0797677,RAW,267501.65625,266297.71875,322502.875,290378.15625,272334.90625,265562.4375,240559.765625,274872.28125
1771509815.0797677,RAW,267264.5625,266061.21875,322204.71875,290116.8125,272097.09375,265331.59375,240350.5625,274634.46875
1771509815.0797677,RAW,267044.625,265841.65625,321924.6875,289870.59375,271872.6875,265113.4375,240152.515625,274407.71875
1771509815.0797677,RAW,266825.125,265622.5,321643.5,289620.96875,271646.40625,264891.0625,239953.5,274179.84375
1771509815.0797677,RAW,266618.9375,265417.59375,321379.125,289388.75,271437.4375,264688.9375,239767.890625,273968.125
1771509815.0797677,RAW,266424.59375,265225.28125,321135.65625,289170.0,271241.84375,264499.5625,239594.703125,273771.40625
1771509815.0797677,RAW,266239.0625,265040.375,320897.3125,288958.71875,271050.9375,264311.53125,239428.234375,273580.28125
1771509815.0797677,RAW,266049.875,264852.53125,320654.9375,288746.46875,270857.1875,264123.34375,239251.828125,273385.625
1771509815.0797677,RAW,265867.84375,264674.71875,320428.90625,288547.28125,270678.65625,263949.0,239092.328125,273208.34375
1771509815.0797677,RAW,265699.125,264510.46875,320218.96875,288358.96875,270513.6875,263787.625,238948.296875,273041.6875
1771509815.0797677,RAW,265539.09375,264353.46875,320017.28125,288182.75,270355.90625,263634.46875,238812.84375,272879.40625
1771509815.0797677,RAW,265381.65625,264198.09375,319819.875,288008.15625,270202.46875,263482.8125,238678.015625,272729.375
1771509815.1278923,RAW,265235.375,264049.5,319628.34375,287840.3125,270051.90625,263335.40625,238544.71875,272577.21875
1771509815.1278923,RAW,265098.9375,263911.25,319452.03125,287685.65625,269911.09375,263197.71875,238419.984375,272435.875
1771509815.1278923,RAW,264971.90625,263785.1875,319286.46875,287544.84375,269782.96875,263071.46875,238309.75,272307.5625
