Timestamp,Phase,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
1771506986.3978963,Relaxed,261368.890625,259991.484375,312578.34375,285030.875,274714.5,259800.234375,237392.4375,272495.125
1771506986.3978963,Relaxed,261363.96875,259985.484375,312576.71875,285017.84375,274713.40625,259800.234375,237386.171875,272496.46875
1771506986.3978963,Relaxed,261365.84375,259987.28125,312585.84375,285007.8125,274719.125,259808.28125,237388.859375,272506.125
1771506986.3978963,Relaxed,261366.65625,259987.546875,312588.8125,285007.65625,274721.28125,259811.6875,237393.234375,272508.90625
1771506986.3978963,Relaxed,261356.453125,259977.265625,312584.25,285001.84375,274710.375,259803.1875,237384.828125,272501.40625
1771506986.3978963,Relaxed,261354.3125,259970.375,312577.53125,284995.03125,274703.65625,259798.625,237378.21875,272502.125
1771506986.4241035,Relaxed,261355.65625,259972.796875,312578.6875,284998.96875,274705.09375,259801.578125,237378.046875,272504.34375
1771506986.4241035,Relaxed,261353.234375,259971.28125,312576.375,284987.53125,274701.53125,259798.1875,237375.1875,272505.0625
1771506986.4241035,Relaxed,261341.34375,259957.59375,312566.71875,284965.875,274684.28125,259783.25,237362.484375,272492.0
1771506986.4241035,Relaxed,261342.328125,259954.828125,312566.8125,284963.125,274678.0,259778.609375,237356.671875,272487.71875
1771506986.4241035,Relaxed,261352.96875,259963.234375,312570.75,284972.96875,274681.40625,259781.640625,237359.71875,272486.90625
1771506986.4241035,Relaxed,261362.53125,259970.203125,312575.125,284971.875,274683.8125,259782.984375,237359.984375,272485.75
1771506986.4241035,Relaxed,261370.84375,259979.40625,312580.40625,284979.5625,274688.90625,259785.75,237365.53125,272484.40625
1771506986.4241035,Relaxed,261370.40625,259982.8125,312577.0,284985.75,274688.03125,259782.453125,237369.375,272478.6875
1771506986.4571536,Relaxed,261373.265625,259987.8125,312576.03125,284993.78125,274690.0,259781.28125,237373.921875,272472.34375
1771506986.4571536,Relaxed,261387.84375,260000.15625,312582.71875,285019.34375,274700.8125,259789.0625,237383.21875,272475.09375
1771506986.4571536,Relaxed,261394.09375,260002.296875,312583.0,285014.96875,274705.0,259792.1875,237384.921875,272477.15625
1771506986.4571536,Relaxed,261399.46875,260005.78125,312584.59375,285020.4375,274711.28125,259796.3125,237391.09375,272479.3125
1771506986.4571536,Relaxed,261403.21875,260012.765625,312589.53125,285036.78125,274721.09375,259804.890625,237402.984375,272483.34375
1771506986.4571536,Relaxed,261389.359375,259998.546875,312570.65625,285014.625,274712.6875,259796.65625,237394.484375,272473.6875
1771506986.4571536,Relaxed,261387.125,259998.09375,312572.1875,285014.4375,274715.8125,259800.234375,237394.84375,272478.3125
1771506986.4840946,Relaxed,261389.453125,260002.125,312579.25,285028.65625,274724.9375,259809.359375,237401.28125,272490.125
1771506986.4840946,Relaxed,261390.15625,260003.90625,312584.59375,285035.09375,274731.84375,259817.40625,237408.4375,272501.40625
1771506986.4840946,Relaxed,261374.34375,259989.609375,312576.8125,285011.65625,274721.0,259810.703125,237398.34375,272499.875
1771506986.4840946,Relaxed,261366.921875,259980.84375,312576.8125,284986.46875,274712.96875,259806.234375,237389.3125,272500.3125
1771506986.4840946,Relaxed,261370.9375,259985.3125,312581.90625,284994.6875,274717.09375,259810.078125,237393.515625,272509.0
1771506986.4840946,Relaxed,261367.09375,259983.25,312571.375,284994.21875,274718.15625,259811.140625,237393.515625,272517.03125
1771506986.4840946,Relaxed,261361.546875,259977.0,312571.09375,284986.1875,274711.09375,259808.46875,237383.859375,272514.8125
1771506986.5065694,Relaxed,261357.0,259975.203125,312568.40625,284977.78125,274708.125,259805.515625,237386.0,272511.6875
1771506986.5065694,Relaxed,261353.421875,259971.71875,312554.1875,284983.5,274703.75,259796.9375,237386.71875,272509.1875
1771506986.5065694,Relaxed,261350.734375,259968.953125,312548.5625,284980.03125,274703.75,259796.578125,237384.828125,272512.9375
1771506986.5065694,Relaxed,261351.09375,259966.71875,312546.5,284975.8125,274703.40625,259795.40625,237383.046875,272514.4375
1771506986.5065694,Relaxed,261361.46875,259971.453125,312551.53125,284979.65625,274703.65625,259795.671875,237387.25,272512.84375
1771506986.5290647,Relaxed,261353.0625,259962.515625,312539.375,284969.46875,274688.90625,259780.296875,237376.15625,272493.0
1771506986.5290647,Relaxed,261353.5,259963.671875,312540.34375,284971.15625,274686.59375,259779.140625,237373.578125,272490.03125
1771506986.5290647,Relaxed,261360.84375,259969.578125,312546.25,284979.84375,274689.625,259781.90625,237375.890625,272490.84375
1771506986.5290647,Relaxed,261362.53125,259964.65625,312545.4375,284958.1875,274683.8125,259778.0625,237362.75,272486.375
1771506986.5290647,Relaxed,261369.15625,259970.203125,312552.15625,284954.4375,274685.875,259781.015625,237362.484375,272482.875
1771506986.5290647,Relaxed,261367.359375,259971.90625,312550.1875,284960.53125,274685.0625,259779.671875,237362.65625,272479.03125
1771506986.5290647,Relaxed,261369.515625,259970.203125,312546.4375,284969.375,274682.375,259776.71875,237360.421875,272475.1875
1771506986.5290647,Relaxed,261377.46875,259974.84375,312550.8125,284957.5625,274690.4375,259784.40625,237362.9375,272482.71875
1771506986.5602975,Relaxed,261384.53125,259986.5625,312557.875,284968.75,274705.625,259796.65625,237372.59375,272491.75
1771506986.5602975,Relaxed,261383.375,259989.328125,312558.40625,284966.59375,274713.0625,259802.296875,237378.84375,272497.5625
1771506986.5602975,Relaxed,261386.59375,259995.859375,312561.53125,284979.03125,274722.96875,259810.515625,237392.875,272505.25
1771506986.5602975,Relaxed,261381.40625,259991.03125,312553.9375,284980.28125,274724.40625,259809.71875,237394.671875,272509.625
1771506986.5602975,Relaxed,261376.3125,259983.875,312550.53125,284979.40625,274722.96875,259808.203125,237392.875,272514.28125
1771506986.5602975,Relaxed,261381.21875,259984.59375,312552.875,284980.1875,274727.1875,259813.828125,237394.765625,272521.25
1771506986.5816236,Relaxed,261383.90625,259988.53125,312551.25,284991.90625,274734.34375,259818.125,237404.0625,272529.125
1771506986.5816236,Relaxed,261366.375,259972.265625,312534.25,284967.84375,274720.125,259804.4375,237386.984375,272516.25
1771506986.5816236,Relaxed,261365.125,259976.109375,312535.53125,284981.4375,274725.5625,259809.625,237395.296875,272520.0
1771506986.5816236,Relaxed,261361.546875,259974.765625,312534.0,284983.0625,274726.03125,259809.984375,237395.296875,272521.5
1771506986.5816236,Relaxed,261358.421875,259968.0625,312529.09375,284972.0625,274719.75,259804.53125,237389.125,272519.09375
1771506986.6072338,Relaxed,261356.8125,259965.46875,312534.96875,284969.09375,274716.375,259803.375,237386.796875,272519.28125
1771506986.6072338,Relaxed,261351.0,259961.625,312527.65625,284969.46875,274705.90625,259791.03125,237381.171875,272508.09375
