Timestamp,Phase,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
1771339526.9331553,Relaxed,229158.5,236261.96875,277054.28125,255532.125,226927.078125,246244.078125,227528.515625,219559.671875
1771339526.9331553,Relaxed,229175.390625,236276.375,277065.1875,255529.890625,226943.078125,246263.125,227535.5,219575.59375
1771339526.9331553,Relaxed,229183.625,236285.9375,277066.875,255533.734375,226949.34375,246266.4375,227543.1875,219578.984375
1771339526.9331553,Relaxed,229179.953125,236281.015625,277053.5625,255530.34375,226940.9375,246254.1875,227540.140625,219568.703125
1771339526.9331553,Relaxed,229179.15625,236278.6875,277044.53125,255524.796875,226938.703125,246253.109375,227541.3125,219560.03125
1771339526.9331553,Relaxed,229175.578125,236273.0625,277032.4375,255512.546875,226937.8125,246252.21875,227538.0,219560.21875
1771339526.9331553,Relaxed,229179.234375,236273.234375,277029.59375,255506.375,226943.171875,246257.765625,227540.59375,219569.6875
1771339526.9331553,Relaxed,229185.953125,236277.703125,277028.34375,255511.390625,226948.890625,246261.15625,227547.390625,219573.625
1771339526.9331553,Relaxed,229188.453125,236284.6875,277021.625,255518.625,226955.515625,246266.078125,227558.375,219580.0625
1771339526.9331553,Relaxed,229172.171875,236272.96875,277000.0,255503.515625,226944.6875,246254.546875,227550.515625,219569.6875
1771339526.9331553,Relaxed,229159.65625,236258.21875,276985.5,255482.15625,226932.4375,246244.0,227536.5625,219555.296875
1771339526.9331553,Relaxed,229152.234375,236247.484375,276973.71875,255463.203125,226924.75,246237.734375,227525.921875,219549.21875
1771339526.9331553,Relaxed,229157.25,236250.890625,276972.625,255462.484375,226927.4375,246240.234375,227527.890625,219556.71875
1771339526.9331553,Relaxed,229159.578125,236253.75,276968.34375,255465.78125,226927.53125,246241.40625,227531.296875,219557.703125
1771339526.9331553,Relaxed,229151.25,236246.328125,276954.9375,255456.84375,226919.5625,246236.484375,227525.65625,219551.1875
1771339526.9331553,Relaxed,229154.921875,236247.484375,276950.71875,255455.5,226925.109375,246241.84375,227534.15625,219556.09375
1771339526.9331553,Relaxed,229154.921875,236241.328125,276940.1875,255442.8125,226917.953125,246236.84375,227521.375,219550.734375
1771339526.9331553,Relaxed,229140.078125,236222.640625,276917.375,255411.875,226894.359375,246213.421875,227494.359375,219541.265625
1771339526.9331553,Relaxed,229139.1875,236223.34375,276909.59375,255405.625,226892.75,246215.65625,227494.546875,219535.796875
1771339526.9331553,Relaxed,229152.6875,236237.390625,276916.75,255417.234375,226902.5,246226.375,227505.546875,219544.125
1771339526.9331553,Relaxed,229152.15625,236233.546875,276908.90625,255407.140625,226896.953125,246222.984375,227498.5625,219544.921875
1771339526.9331553,Relaxed,229144.015625,236222.015625,276890.125,255386.65625,226884.875,246207.96875,227483.734375,219532.859375
1771339526.9331553,Relaxed,229145.984375,236224.515625,276882.0625,255386.3125,226886.125,246207.515625,227486.5,219531.6875
1771339526.9331553,Relaxed,229148.125,236236.21875,276885.03125,255396.765625,226896.59375,246217.53125,227501.515625,219540.09375
1771339526.9331553,Relaxed,229136.328125,236231.9375,276872.9375,255388.90625,226892.03125,246210.734375,227499.015625,219534.1875
1771339526.9331553,Relaxed,229150.453125,236248.734375,276880.8125,255400.796875,226913.40625,246229.59375,227521.1875,219553.859375
1771339526.9331553,Relaxed,229163.78125,236262.875,276885.8125,255409.015625,226933.609375,246247.296875,227537.375,219571.921875
1771339526.9331553,Relaxed,229135.078125,236236.046875,276848.0,255377.0,226906.78125,246217.265625,227510.109375,219542.59375
1771339526.9331553,Relaxed,229111.5625,236218.96875,276825.65625,255354.65625,226889.703125,246201.4375,227494.71875,219524.0
1771339526.9331553,Relaxed,229121.3125,236230.328125,276829.40625,255364.3125,226902.046875,246212.4375,227509.203125,219533.84375
1771339526.9331553,Relaxed,229141.953125,236250.078125,276841.5625,255375.578125,226924.21875,246234.15625,227528.609375,219554.40625
1771339526.9331553,Relaxed,229133.203125,236239.890625,276824.84375,255353.3125,226916.53125,246226.296875,227517.609375,219544.296875
1771339526.9331553,Relaxed,229129.984375,236234.171875,276813.40625,255340.625,226909.640625,246220.296875,227507.0625,219540.546875
1771339526.9331553,Relaxed,229127.75,236230.765625,276801.5,255338.203125,226904.734375,246214.484375,227503.484375,219541.890625
1771339526.9331553,Relaxed,229118.890625,236221.734375,276786.03125,255330.34375,226895.15625,246205.1875,227500.265625,219531.0625
1771339526.9331553,Relaxed,229124.4375,236223.703125,276783.0,255326.671875,226898.015625,246208.328125,227503.21875,219535.0
1771339526.9331553,Relaxed,229132.921875,236227.015625,276784.0,255319.78125,226901.953125,246215.46875,227499.828125,219542.59375
1771339526.9331553,Relaxed,229123.8125,236215.390625,276769.5,255305.84375,226887.46875,246204.484375,227484.265625,219525.515625
1771339526.9331553,Relaxed,229122.5625,236217.453125,276765.3125,255308.4375,226884.34375,246204.65625,227485.6875,219519.625
1771339526.9331553,Relaxed,229118.359375,236217.8125,276757.875,255305.296875,226881.921875,246201.34375,227487.84375,219518.90625
1771339526.9331553,Relaxed,229119.96875,236219.328125,276750.90625,255303.25,226883.984375,246199.921875,227492.3125,219526.234375
1771339526.9331553,Relaxed,229126.84375,236223.4375,276749.9375,255301.546875,226891.046875,246206.796875,227498.21875,219535.796875
1771339526.9331553,Relaxed,229104.765625,236200.546875,276725.4375,255275.625,226867.265625,246186.59375,227472.1875,219513.0
1771339526.9331553,Relaxed,229101.28125,236198.3125,276717.84375,255271.78125,226864.046875,246183.5625,227472.28125,219512.640625
1771339526.9331553,Relaxed,229101.375,236201.4375,276711.40625,255269.8125,226868.703125,246187.3125,227478.09375,219515.421875
1771339526.9331553,Relaxed,229107.453125,236208.953125,276708.625,255272.046875,226878.796875,246196.703125,227486.953125,219521.40625
1771339526.9331553,Relaxed,229137.40625,236237.03125,276729.375,255289.203125,226908.75,246227.359375,227511.09375,219544.03125
1771339526.9331553,Relaxed,229146.421875,236242.9375,276726.40625,255286.96875,226912.953125,246228.96875,227513.140625,219542.15625
1771339526.9331553,Relaxed,229109.953125,236211.28125,276685.65625,255249.609375,226881.578125,246194.28125,227481.84375,219515.59375
1771339526.9331553,Relaxed,229095.375,236198.765625,276665.25,255234.9375,226867.890625,246179.171875,227471.390625,219500.84375
1771339526.9331553,Relaxed,229105.390625,236205.734375,276666.15625,255237.171875,226878.265625,246187.484375,227481.84375,219511.21875
1771339526.9331553,Relaxed,229117.375,236214.3125,276671.4375,255235.65625,226889.265625,246199.375,227484.984375,219528.296875
1771339526.9331553,Relaxed,229122.5625,236221.296875,276673.65625,255237.265625,226893.828125,246206.359375,227488.734375,219526.78125
1771339526.9331553,Relaxed,229114.15625,236218.25,276662.5,255233.78125,226887.734375,246201.34375,227486.40625,219519.4375
1771339526.9331553,Relaxed,229111.46875,236219.421875,276656.6875,255236.734375,226886.84375,246199.828125,227491.328125,219517.75
1771339526.9331553,Relaxed,229120.234375,236226.75,276658.375,255238.421875,226895.078125,246206.890625,227497.40625,219531.328125
1771339526.9331553,Relaxed,229114.6875,236218.96875,276647.1875,255215.53125,226889.96875,246205.453125,227484.53125,219528.203125
1771339526.9331553,Relaxed,229100.109375,236204.390625,276626.28125,255193.09375,226876.125,246194.46875,227466.46875,219515.515625
1771339526.9331553,Relaxed,229106.203125,236214.140625,276625.75,255205.34375,226883.53125,246200.28125,227478.453125,219523.828125
1771339526.9331553,Relaxed,229106.28125,236216.28125,276619.40625,255207.21875,226882.203125,246196.515625,227482.65625,219521.59375
1771339526.9331553,Relaxed,229096.8125,236203.765625,276601.59375,255188.265625,226867.625,246182.21875,227467.90625,219512.015625
1771339526.9331553,Relaxed,229098.0625,236203.5,276599.375,255178.171875,226867.09375,246185.171875,227461.109375,219508.984375
1771339526.9331553,Relaxed,229101.546875,236205.921875,276594.625,255176.375,226867.453125,246186.6875,227461.28125,219509.96875
1771339526.9331553,Relaxed,229102.0,236206.265625,276586.84375,255178.796875,226867.0,246186.5,227464.0625,219515.421875
1771339526.9331553,Relaxed,229099.9375,236204.390625,276577.0,255178.796875,226865.84375,246182.84375,227469.59375,219517.296875
1771339526.9331553,Relaxed,229093.671875,236195.28125,276564.0625,255166.359375,226858.0625,246175.328125,227463.171875,219512.734375
1771339526.9331553,Relaxed,229096.359375,236193.84375,276561.8125,255158.3125,226858.421875,246176.140625,227459.859375,219511.484375
1771339526.9331553,Relaxed,229095.203125,236191.703125,276553.6875,255149.734375,226857.875,246174.96875,227457.984375,219513.546875
1771339526.9331553,Relaxed,229087.515625,236190.265625,276542.15625,255147.671875,226855.828125,246168.796875,227458.96875,219506.03125
1771339526.9331553,Relaxed,229084.203125,236191.4375,276531.3125,255148.84375,226855.46875,246163.703125,227464.140625,219494.40625
1771339526.9331553,Relaxed,229090.640625,236195.640625,276529.09375,255143.65625,226862.796875,246172.296875,227468.265625,219498.25
1771339526.9331553,Relaxed,229104.671875,236206.984375,276535.0,255143.75,226875.140625,246182.65625,227473.265625,219513.0
1771339526.9331553,Relaxed,229118.796875,236222.453125,276543.5625,255153.3125,226890.0625,246196.515625,227487.296875,219524.625
