Timestamp,Type,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
1771511514.2116249,RAW,728385.8125,-86041.34375,262752.1875,380438.25,373307.84375,-348837.96875,238582.359375,-28864.060546875
1771511514.2116249,RAW,420377.59375,-80796.28125,382647.5,476601.0,437991.65625,-356918.65625,102424.7265625,-126814.1484375
1771511514.2371395,RAW,-263692.65625,-13262.005859375,522192.75,680994.9375,631191.1875,16241.5830078125,157766.484375,-19350.80078125
1771511514.2371395,RAW,-616979.375,-96263.9609375,513312.125,718934.125,750000.0625,354801.15625,250592.125,62396.59765625
1771511514.2371395,RAW,611.3649291992188,-144614.90625,537053.375,737595.0,750000.0625,303329.90625,153335.5625,59689.53125
1771511514.2371395,RAW,750000.0625,3800.69091796875,636726.9375,750000.0625,750000.0625,474243.6875,127953.640625,-102972.7890625
1771511514.2371395,RAW,750000.0625,595345.625,672673.625,750000.0625,750000.0625,604974.6875,721575.0625,541234.625
1771511514.2371395,RAW,750000.0625,523496.84375,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771511514.2854373,RAW,750000.0625,633892.1875,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771511514.2854373,RAW,750000.0625,659428.0,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771511514.2854373,RAW,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771511514.2854373,RAW,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771511514.2854373,RAW,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771511514.2854373,RAW,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771511514.2854373,RAW,735173.3125,728925.625,750000.0625,750000.0625,741624.75,726197.9375,654542.375,750000.0625
1771511514.2854373,RAW,628477.375,623048.375,750000.0625,699145.625,634155.9375,620978.9375,559748.4375,645303.625
1771511514.2854373,RAW,546356.125,541514.1875,673500.125,607752.4375,551418.125,539961.9375,486826.1875,561016.1875
1771511514.2854373,RAW,508937.90625,504459.0625,627315.6875,566144.3125,513746.65625,503060.625,453704.125,522671.53125
1771511514.2854373,RAW,492214.84375,487954.4375,606649.4375,547534.875,496897.53125,486573.4375,438882.6875,505527.90625
1771511514.2854373,RAW,477547.71875,473451.8125,588496.9375,531186.125,482088.78125,472097.375,425819.625,490449.875
1771511514.3162732,RAW,464106.375,460118.5625,571870.1875,516209.8125,468522.34375,458823.125,413874.3125,476669.9375
1771511514.3162732,RAW,451750.5,447868.09375,556586.6875,502430.3125,456044.8125,446605.5,402860.625,463993.90625
1771511514.3162732,RAW,440397.15625,436616.6875,542546.0,489759.1875,444582.5625,435371.59375,392734.375,452351.125
1771511514.3162732,RAW,429929.21875,426238.84375,529596.8125,478091.40625,434001.15625,425012.71875,383393.78125,441589.5625
1771511514.3162732,RAW,420252.875,416640.46875,517610.46875,467297.03125,424209.84375,415423.65625,374730.3125,431622.21875
1771511514.3162732,RAW,411265.40625,407721.78125,506490.375,457271.65625,415122.6875,406520.5,366685.125,422386.5625
1771511514.3162732,RAW,402902.8125,399426.84375,496141.59375,447942.5625,406668.0,398244.90625,359197.125,413793.3125
1771511514.3609447,RAW,395150.96875,391739.65625,486533.9375,439284.40625,398834.625,390574.03125,352262.625,405821.0625
1771511514.3609447,RAW,387942.96875,384597.71875,477596.71875,431234.09375,391554.75,383438.46875,345818.25,398420.65625
1771511514.3609447,RAW,381211.96875,377922.0625,469261.75,423722.3125,384756.59375,376779.625,339800.90625,391512.8125
1771511514.3609447,RAW,374884.90625,371650.4375,461429.53125,416666.125,378366.25,370523.375,334146.875,385020.625
1771511514.3609447,RAW,368944.53125,365763.59375,454081.34375,410043.5,372369.25,364646.28125,328839.875,378920.46875
1771511514.3609447,RAW,363406.03125,360272.40625,447220.53125,403861.4375,366777.21875,359167.59375,323889.125,373225.96875
1771511514.3609447,RAW,358191.1875,355100.75,440761.03125,398038.90625,361506.65625,354004.09375,319224.9375,367853.0625
