Timestamp,Phase,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
1771506132.4421961,Relaxed,263969.375,269046.875,296937.5625,264891.96875,284219.53125,269053.0625,247218.703125,284878.71875
1771506132.4421961,Relaxed,263965.25,269039.1875,296922.65625,264886.78125,284215.3125,269046.875,247212.265625,284880.25
1771506132.4421961,Relaxed,263974.46875,269046.625,296924.96875,264896.4375,284223.375,269053.40625,247219.96875,284883.71875
1771506132.4421961,Relaxed,263977.34375,269053.59375,296931.6875,264902.59375,284228.5625,269059.84375,247229.796875,284886.9375
1771506132.4421961,Relaxed,263976.71875,269049.40625,296931.21875,264896.53125,284224.4375,269057.0,247226.9375,284885.15625
1771506132.4421961,Relaxed,263983.15625,269050.03125,296931.40625,264895.375,284226.59375,269057.4375,247225.6875,284884.4375
1771506132.4421961,Relaxed,263979.75,269043.125,296921.3125,264889.90625,284221.5,269050.46875,247219.6875,284881.84375
1771506132.4421961,Relaxed,263980.09375,269043.84375,296920.0625,264887.40625,284222.75,269052.78125,247219.25,284888.46875
1771506132.4421961,Relaxed,263980.09375,269043.84375,296918.1875,264884.625,284223.0,269053.40625,247219.78125,284892.9375
1771506132.4421961,Relaxed,263974.375,269036.59375,296908.25,264879.1875,284217.09375,269043.40625,247215.84375,284883.53125
1771506132.4421961,Relaxed,263984.5625,269042.78125,296913.78125,264886.25,284226.59375,269051.1875,247219.609375,284889.90625
1771506132.4421961,Relaxed,263985.375,269041.625,296910.84375,264885.875,284225.96875,269050.09375,247212.0,284884.53125
1771506132.4421961,Relaxed,263988.34375,269047.15625,296912.0,264886.78125,284228.625,269055.375,247211.734375,284890.96875
1771506132.4421961,Relaxed,263991.0,269053.3125,296916.84375,264887.84375,284231.5,269059.84375,247215.578125,284892.75
1771506132.4421961,Relaxed,263991.0,269056.0,296916.5625,264885.8125,284229.96875,269057.71875,247215.21875,284886.3125
1771506132.4421961,Relaxed,263987.4375,269055.90625,296912.4375,264882.75,284228.5625,269058.0625,247212.453125,284889.8125
1771506132.4421961,Relaxed,263983.6875,269051.4375,296902.625,264877.84375,284221.9375,269051.09375,247204.40625,284888.46875
1771506132.4421961,Relaxed,263981.90625,269050.8125,296895.375,264878.28125,284219.34375,269046.09375,247202.265625,284887.125
1771506132.4421961,Relaxed,263985.46875,269055.46875,296895.90625,264884.8125,284221.5,269046.34375,247207.71875,284886.6875
1771506132.4421961,Relaxed,263977.4375,269048.5,296886.15625,264877.21875,284213.8125,269038.75,247202.796875,284881.3125
1771506132.4421961,Relaxed,263968.03125,269039.125,296879.09375,264865.9375,284207.8125,269032.75,247196.265625,284877.5625
1771506132.4421961,Relaxed,263968.75,269042.6875,296882.3125,264869.875,284217.71875,269040.375,247201.640625,284886.84375
1771506132.4421961,Relaxed,263969.09375,269046.625,296880.1875,264871.40625,284224.0,269042.875,247205.203125,284891.59375
1771506132.4421961,Relaxed,263975.1875,269048.40625,296880.71875,264869.25,284225.34375,269044.65625,247207.09375,284893.84375
1771506132.4421961,Relaxed,263961.78125,269036.4375,296866.5,264856.375,284213.1875,269031.6875,247196.53125,284883.28125
1771506132.4421961,Relaxed,263964.625,269037.40625,296867.65625,264858.4375,284215.6875,269033.9375,247198.234375,284885.15625
1771506132.4421961,Relaxed,263965.875,269033.21875,296861.5,264855.5,284211.65625,269027.5,247193.046875,284876.125
1771506132.4421961,Relaxed,263966.15625,269028.5625,296856.75,264850.75,284207.375,269023.71875,247187.421875,284878.90625
1771506132.4421961,Relaxed,263957.65625,269029.46875,296854.96875,264847.96875,284208.53125,269028.375,247190.640625,284886.3125
1771506132.4421961,Relaxed,263946.3125,269035.71875,296857.5625,264846.5625,284215.125,269035.25,247196.0,284894.09375
1771506132.4421961,Relaxed,263950.34375,269035.09375,296855.21875,264850.65625,284213.96875,269034.625,247193.59375,284897.84375
1771506132.4421961,Relaxed,263970.1875,269038.21875,296859.34375,264858.25,284218.28125,269038.65625,247196.265625,284909.375
1771506132.4421961,Relaxed,263969.65625,269043.75,296860.875,264855.03125,284222.21875,269041.6875,247197.875,284916.53125
1771506132.4421961,Relaxed,263963.375,269047.875,296860.9375,264851.03125,284226.40625,269044.375,247202.171875,284927.8125
