Timestamp,Phase,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
1771506636.8006077,Relaxed,682829.9375,-119323.5390625,322998.8125,378699.625,431639.5625,-221415.671875,311434.1875,58558.53515625
1771506636.8006077,Relaxed,339629.40625,44750.51953125,549155.1875,488364.625,494100.96875,-287300.3125,99120.2421875,-142879.59375
1771506636.8006077,Relaxed,-304238.90625,51459.44140625,548026.4375,697800.75,653707.125,66898.59375,156607.859375,13449.58203125
1771506636.8006077,Relaxed,-492898.8125,-97987.9921875,511810.8125,738727.8125,750000.0625,365989.8125,242111.328125,96372.765625
1771506636.8006077,Relaxed,155747.328125,-207954.921875,544323.375,732336.0625,750000.0625,305542.90625,104305.9375,67226.09375
1771506636.8006077,Relaxed,750000.0625,29136.841796875,650724.0625,750000.0625,750000.0625,494623.75,144660.046875,-53204.484375
1771506636.8006077,Relaxed,750000.0625,553858.4375,692535.6875,750000.0625,750000.0625,621007.875,747823.0625,599052.4375
1771506636.8006077,Relaxed,750000.0625,166987.921875,750000.0625,750000.0625,750000.0625,742249.6875,750000.0625,750000.0625
1771506636.8006077,Relaxed,750000.0625,252288.4375,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771506636.8006077,Relaxed,750000.0625,584588.8125,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771506636.8006077,Relaxed,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771506636.8006077,Relaxed,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771506636.8006077,Relaxed,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771506636.8006077,Relaxed,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771506636.8006077,Relaxed,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,738490.5625,750000.0625
1771506636.8006077,Relaxed,698143.875,692601.8125,750000.0625,750000.0625,734429.0,693333.0625,633750.0625,728692.9375
1771506636.8006077,Relaxed,601966.8125,597092.9375,750000.0625,679430.9375,633359.0,597930.9375,546615.9375,628303.1875
1771506636.8006077,Relaxed,529718.9375,525378.5625,660140.5625,597831.9375,557412.5,526238.6875,481199.46875,552924.3125
1771506636.8006077,Relaxed,499104.28125,495055.125,621891.4375,563264.8125,525249.3125,495861.9375,453556.15625,521018.21875
1771506636.8006077,Relaxed,484233.59375,480357.53125,603279.5,546440.625,509612.28125,481114.4375,440105.25,505500.0
1771506636.8006077,Relaxed,470867.25,467099.1875,586542.0625,531312.6875,495521.03125,467835.34375,427917.65625,491522.3125
1771506636.8006077,Relaxed,458572.53125,454895.9375,571143.125,517396.3125,482567.3125,455610.65625,416757.78125,478704.28125
1771506636.8006077,Relaxed,447252.96875,443681.0625,556978.25,504593.59375,470654.28125,444363.6875,406488.5,466899.09375
1771506636.8006077,Relaxed,436788.875,433296.71875,543896.375,492739.84375,459641.125,433964.40625,396979.78125,455991.625
1771506636.8006077,Relaxed,427093.84375,423672.59375,531766.0,481756.8125,449427.1875,424327.6875,388148.4375,445880.03125
1771506636.8006077,Relaxed,418100.9375,414744.9375,520504.5625,471571.75,439947.71875,415384.9375,379942.9375,436483.1875
1771506636.8006077,Relaxed,409717.34375,406424.03125,510018.03125,462083.71875,431111.71875,407042.09375,372299.53125,427726.40625
1771506636.8006077,Relaxed,401921.9375,398693.375,500257.46875,453263.8125,422903.59375,399286.125,365206.15625,419590.625
1771506636.8006077,Relaxed,394642.59375,391476.34375,491130.53125,445024.0625,415243.84375,392050.875,358580.03125,411997.65625
1771506636.8006077,Relaxed,387838.90625,384715.90625,482599.65625,437309.65625,408068.3125,385275.59375,352362.21875,404878.96875
1771506636.8006077,Relaxed,381489.65625,378411.125,474640.46875,430116.34375,401378.4375,378954.71875,346575.15625,398244.90625
1771506636.8006077,Relaxed,375529.53125,372504.625,467175.25,423367.1875,395111.4375,373033.28125,341158.0,392032.4375
1771506636.8006077,Relaxed,369912.90625,366935.03125,460148.40625,416999.34375,389202.1875,367455.8125,336044.28125,386172.8125
1771506636.8006077,Relaxed,364659.875,361717.9375,453557.96875,411042.875,383666.625,362229.0,331259.5625,380683.9375
1771506636.8006077,Relaxed,359721.21875,356815.5,447359.09375,405443.6875,378462.4375,357315.53125,326760.25,375521.9375
1771506636.8006077,Relaxed,355055.96875,352191.0,441512.15625,400161.875,373557.46875,352680.875,322517.09375,370659.8125
1771506636.8006077,Relaxed,350643.375,347820.59375,435991.09375,395164.03125,368920.65625,348300.625,318505.75,366058.46875
1771506636.8006077,Relaxed,346484.5,343703.25,430782.0625,390454.875,364547.40625,344171.5625,314727.59375,361715.53125
1771506636.8006077,Relaxed,342553.03125,339806.625,425842.3125,386013.03125,360411.78125,340261.875,311155.15625,357608.34375
1771506636.8006077,Relaxed,338853.4375,336131.1875,421197.28125,381818.40625,356512.5,336581.4375,307783.34375,353734.15625
1771506636.8006077,Relaxed,335346.375,332656.90625,416803.375,377846.15625,352823.28125,333098.59375,304595.28125,350067.5
1771506636.8006077,Relaxed,332012.46875,329359.21875,412627.875,374075.0625,349321.40625,329790.78125,301571.1875,346585.625
1771506636.8006077,Relaxed,328862.40625,326239.625,408675.84375,370513.09375,346010.46875,326664.15625,298715.4375,343299.375
1771506636.8006077,Relaxed,325882.28125,323284.90625,404941.9375,367134.65625,342875.78125,323703.96875,296008.375,340184.8125
1771506636.8006077,Relaxed,323059.875,320483.875,401401.59375,363929.78125,339906.65625,320899.375,293439.71875,337239.90625
1771506636.8006077,Relaxed,320385.28125,317832.25,398045.59375,360894.78125,337094.28125,318244.0625,291010.4375,334451.03125
1771506636.8006077,Relaxed,317833.6875,315311.0625,394854.84375,358009.78125,334421.625,315721.8125,288706.15625,331797.34375
1771506636.8006077,Relaxed,315408.6875,312912.46875,391822.625,355271.78125,331878.09375,313321.6875,286512.4375,329269.8125
1771506636.8006077,Relaxed,313102.625,310624.53125,388932.8125,352648.21875,329456.0625,311036.875,284417.75,326872.71875
1771506636.8006077,Relaxed,310915.1875,308455.34375,386186.5625,350167.8125,327161.96875,308870.625,282434.25,324601.875
