Timestamp,Type,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8
1771339699.1972902,RAW,705882.25,-80763.3828125,264610.34375,490380.125,609345.6875,-158066.984375,388742.8125,337927.09375
1771339699.1972902,RAW,386034.6875,15481.35546875,490072.3125,412409.71875,510077.46875,-282950.46875,119166.3671875,86967.15625
1771339699.1972902,RAW,-124561.359375,71830.5546875,608343.8125,568748.3125,515302.78125,-7734.240234375,114595.25,18137.546875
1771339699.1972902,RAW,-524781.875,-53543.25,545095.875,680743.25,707146.4375,354101.90625,265571.09375,-2081.126220703125
1771339699.2810838,RAW,-344192.84375,-490083.125,529558.0625,715061.1875,750000.0625,332044.65625,231821.484375,49034.1875
1771339699.2810838,RAW,637224.9375,-750000.125,616314.4375,735766.375,750000.0625,504654.21875,105350.3046875,14882.5078125
1771339699.2810838,RAW,750000.0625,-750000.125,750000.0625,750000.0625,750000.0625,742939.0,485665.96875,551229.4375
1771339699.2810838,RAW,750000.0625,-750000.125,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771339699.2810838,RAW,750000.0625,-392145.625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771339699.2810838,RAW,750000.0625,399929.15625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771339699.2810838,RAW,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771339699.2810838,RAW,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771339699.2810838,RAW,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771339699.2810838,RAW,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625
1771339699.2810838,RAW,748181.125,750000.0625,750000.0625,750000.0625,738095.3125,750000.0625,743785.6875,710471.0625
1771339699.2810838,RAW,640691.6875,661190.5,750000.0625,722867.5,632271.0625,685174.9375,637262.5625,608469.6875
1771339699.2810838,RAW,551609.3125,569141.25,675933.5625,622301.0,544471.8125,590040.3125,548854.625,523821.03125
1771339699.2810838,RAW,479942.125,495023.125,588048.6875,541403.625,473829.1875,513469.5625,477725.75,455770.15625
1771339699.2810838,RAW,443431.71875,457395.84375,543290.125,500236.96875,437864.34375,474511.28125,441598.4375,421259.59375
1771339699.2810838,RAW,428965.3125,442603.8125,525510.8125,483870.6875,423613.6875,459051.125,427284.5625,407562.71875
1771339699.2810838,RAW,416796.21875,430056.15625,510524.0625,470074.46875,411596.5,446026.75,415216.65625,395990.3125
1771339699.2810838,RAW,405601.3125,418548.3125,496752.4375,457396.375,400545.875,434042.28125,404102.84375,385356.96875
1771339699.2810838,RAW,395290.53125,407920.59375,484067.0,445740.84375,390358.125,423012.875,393860.375,375537.75
1771339699.33352,RAW,385764.40625,398099.4375,472352.8125,434953.96875,380933.28125,412814.46875,384380.28125,366483.40625
1771339699.33352,RAW,376942.4375,389009.96875,461511.96875,424961.59375,372214.21875,403374.875,375579.96875,358116.1875
1771339699.33352,RAW,368749.4375,380557.0625,451437.40625,415676.65625,364120.5625,394607.1875,367409.9375,350333.46875
1771339699.33352,RAW,361139.75,372697.28125,442076.21875,407054.78125,356593.40625,386458.1875,359808.21875,343103.40625
1771339699.33352,RAW,354065.78125,365399.0,433362.0,399046.25,349592.5625,378871.90625,352740.3125,336372.75
1771339699.33352,RAW,347451.8125,358578.6875,425220.0625,391564.0625,343052.90625,371780.96875,346139.3125,330084.9375
1771339699.33352,RAW,341277.0,352205.46875,417616.15625,384564.8125,336949.25,365165.375,339974.4375,324219.75
1771339699.33352,RAW,335497.46875,346237.84375,410501.15625,377999.65625,331237.75,358978.15625,334198.90625,318729.28125
1771339699.33352,RAW,330081.0,340650.34375,403833.0,371858.84375,325889.625,353183.25,328796.5,313589.09375
1771339699.33352,RAW,324999.84375,335406.71875,397566.65625,366114.15625,320865.46875,347734.6875,323729.09375,308753.25
1771339699.33352,RAW,320211.65625,330472.25,391676.15625,360701.375,316143.625,342618.1875,318959.9375,304217.8125
1771339699.33352,RAW,315705.34375,325825.5,386131.15625,355592.03125,311696.0625,337796.84375,314462.6875,299947.46875
1771339699.33352,RAW,311481.21875,321459.75,380921.84375,350795.0,307516.3125,333265.875,310243.9375,295917.875
1771339699.33352,RAW,307498.40625,317348.125,376013.125,346278.4375,303580.6875,329001.34375,306272.03125,292131.0625
1771339699.4004369,RAW,303735.71875,313471.0625,371379.96875,342031.6875,299867.71875,324978.375,302531.84375,288558.0
1771339699.4004369,RAW,300187.59375,309809.3125,367005.375,338014.8125,296362.96875,321175.28125,298999.75,285186.1875
1771339699.4004369,RAW,296843.59375,306355.96875,362875.21875,334215.28125,293057.59375,317590.84375,295662.4375,282001.6875
1771339699.4004369,RAW,293669.5625,303080.8125,358965.0,330606.375,289926.625,314200.71875,292493.34375,278986.96875
1771339699.4004369,RAW,290649.65625,299966.5,355250.25,327179.3125,286951.53125,310976.53125,289487.8125,276118.625
1771339699.4004369,RAW,287791.59375,297019.46875,351732.0625,323939.90625,284131.0,307918.625,286644.5,273405.9375
